id;id_doi;discipline;count
120393;19022;Environmental Science;1
120394;19022;Unspecified;8
120395;19022;Engineering;1
120396;19022;Social Sciences;5
120397;19022;Psychology;2
120398;19023;Business, Management and Accounting;14
120399;19023;Linguistics;3
120400;19023;Psychology;11
120401;19023;Unspecified;3
120402;19023;Medicine and Dentistry;1
120403;19023;Arts and Humanities;4
120404;19023;Social Sciences;4
120405;19024;Business, Management and Accounting;20
120406;19024;Psychology;5
120407;19024;Sports and Recreations;1
120408;19024;Unspecified;6
120409;19024;Engineering;1
120410;19024;Arts and Humanities;3
120411;19024;Agricultural and Biological Sciences;1
120412;19024;Social Sciences;2
120413;19025;Business, Management and Accounting;1
120414;19025;Arts and Humanities;1
120415;19026;Business, Management and Accounting;5
120416;19026;Engineering;1
120417;19026;Arts and Humanities;1
120418;19026;Social Sciences;1
120419;19026;Psychology;4
120420;19027;Business, Management and Accounting;17
120421;19027;Economics, Econometrics and Finance;1
120422;19027;Unspecified;2
120423;19027;Arts and Humanities;2
120424;19027;Social Sciences;3
120425;19027;Psychology;2
120426;19028;Business, Management and Accounting;8
120427;19028;Social Sciences;2
120428;19028;Arts and Humanities;2
120429;19029;Business, Management and Accounting;1
120430;19029;Social Sciences;1
120431;19030;Business, Management and Accounting;2
120432;19030;Social Sciences;3
120433;19030;Arts and Humanities;2
120434;19031;Business, Management and Accounting;5
120435;19031;Social Sciences;1
120436;19031;Economics, Econometrics and Finance;12
120437;19032;Business, Management and Accounting;1
120438;19032;Economics, Econometrics and Finance;1
120439;19032;Unspecified;1
120440;19033;Business, Management and Accounting;5
120441;19033;Unspecified;1
120442;19033;Social Sciences;3
120443;19033;Computer Science;1
120444;19033;Economics, Econometrics and Finance;2
120445;19034;Medicine and Dentistry;1
120446;19035;Business, Management and Accounting;105
120447;19035;Energy;1
120448;19035;Psychology;9
120449;19035;Environmental Science;1
120450;19035;Decision Sciences;1
120451;19035;Computer Science;2
120452;19035;Unspecified;15
120453;19035;Engineering;5
120454;19035;Medicine and Dentistry;2
120455;19035;Design;1
120456;19035;Arts and Humanities;3
120457;19035;Mathematics;1
120458;19035;Social Sciences;19
120460;19036;Business, Management and Accounting;23
120461;19036;Economics, Econometrics and Finance;4
120462;19036;Unspecified;3
120463;19036;Engineering;16
120464;19036;Medicine and Dentistry;1
120465;19036;Computer Science;6
120466;19036;Arts and Humanities;1
120467;19036;Social Sciences;15
120468;19036;Psychology;5
120469;19037;Business, Management and Accounting;22
120470;19037;Economics, Econometrics and Finance;1
120471;19037;Unspecified;13
120472;19037;Medicine and Dentistry;2
120473;19037;Arts and Humanities;1
120474;19037;Social Sciences;6
120475;19037;Psychology;2
120476;19038;Business, Management and Accounting;1
120477;19038;Social Sciences;1
120478;19038;Unspecified;2
120479;19040;Business, Management and Accounting;34
120480;19040;Psychology;1
120481;19040;Social Sciences;1
120482;19040;Unspecified;9
120483;19040;Economics, Econometrics and Finance;3
120484;19041;Business, Management and Accounting;31
120485;19041;Economics, Econometrics and Finance;7
120486;19041;Unspecified;5
120487;19041;Biochemistry, Genetics and Molecular Biology;1
120488;19041;Social Sciences;2
120489;19041;Psychology;2
120490;19042;Business, Management and Accounting;18
120491;19042;Economics, Econometrics and Finance;3
120492;19042;Unspecified;6
120493;19042;Pharmacology, Toxicology and Pharmaceutical Science;2
120494;19042;Medicine and Dentistry;1
120495;19042;Arts and Humanities;1
120496;19042;Social Sciences;5
120497;19042;Psychology;3
120498;19043;Business, Management and Accounting;15
120499;19043;Economics, Econometrics and Finance;2
120500;19043;Unspecified;7
120501;19043;Computer Science;1
120502;19043;Social Sciences;3
120503;19043;Psychology;13
120504;19044;Business, Management and Accounting;66
120505;19044;Psychology;20
120506;19044;Sports and Recreations;1
120507;19044;Environmental Science;2
120508;19044;Computer Science;1
120509;19044;Unspecified;8
120510;19044;Engineering;1
120511;19044;Medicine and Dentistry;1
120512;19044;Biochemistry, Genetics and Molecular Biology;1
120513;19044;Arts and Humanities;2
120514;19044;Mathematics;1
120515;19044;Agricultural and Biological Sciences;2
120516;19044;Nursing and Health Professions;1
120517;19044;Social Sciences;8
120518;19044;Economics, Econometrics and Finance;1
120519;19045;Business, Management and Accounting;86
120520;19045;Psychology;3
120521;19045;Sports and Recreations;1
120522;19045;Nursing and Health Professions;3
120523;19045;Engineering;1
120524;19045;Design;1
120525;19045;Unspecified;23
120526;19045;Arts and Humanities;1
120527;19045;Chemistry;1
120528;19045;Social Sciences;7
120529;19045;Economics, Econometrics and Finance;10
120530;19046;Business, Management and Accounting;26
120531;19046;Economics, Econometrics and Finance;3
120532;19046;Unspecified;9
120533;19046;Nursing and Health Professions;1
120534;19046;Engineering;3
120535;19046;Computer Science;2
120536;19046;Arts and Humanities;2
120537;19046;Social Sciences;3
120538;19046;Psychology;4
120539;19047;Business, Management and Accounting;20
120540;19047;Arts and Humanities;1
120541;19047;Social Sciences;1
120542;19047;Unspecified;3
120543;19047;Economics, Econometrics and Finance;3
120544;19048;Business, Management and Accounting;183
120545;19048;Physics and Astronomy;1
120546;19048;Psychology;5
120547;19048;Decision Sciences;2
120548;19048;Unspecified;53
120549;19048;Engineering;10
120550;19048;Design;1
120551;19048;Computer Science;2
120552;19048;Arts and Humanities;1
120553;19048;Social Sciences;10
120554;19048;Economics, Econometrics and Finance;47
120555;19049;Business, Management and Accounting;10
120556;19049;Economics, Econometrics and Finance;1
120557;19049;Unspecified;5
120558;19049;Nursing and Health Professions;1
120559;19049;Social Sciences;2
120560;19049;Psychology;4
120561;19050;Business, Management and Accounting;1
120562;19050;Psychology;2
120563;19050;Unspecified;1
120564;19050;Economics, Econometrics and Finance;3
120565;19051;Business, Management and Accounting;11
120566;19051;Economics, Econometrics and Finance;1
120567;19051;Decision Sciences;2
120568;19051;Unspecified;8
120569;19051;Computer Science;1
120570;19051;Social Sciences;4
120571;19051;Psychology;7
120572;19052;Business, Management and Accounting;3
120573;19052;Psychology;1
120574;19052;Pharmacology, Toxicology and Pharmaceutical Science;1
120575;19052;Arts and Humanities;1
120576;19052;Social Sciences;1
120577;19052;Computer Science;1
120578;19053;Business, Management and Accounting;185
120579;19053;Economics, Econometrics and Finance;38
120580;19053;Environmental Science;2
120581;19053;Energy;1
120582;19053;Unspecified;28
120583;19053;Computer Science;2
120584;19053;Arts and Humanities;2
120585;19053;Neuroscience;1
120586;19053;Social Sciences;11
120587;19053;Psychology;9
120588;19054;Business, Management and Accounting;38
120589;19054;Economics, Econometrics and Finance;9
120590;19054;Nursing and Health Professions;1
120591;19054;Engineering;5
120592;19054;Unspecified;11
120593;19054;Arts and Humanities;1
120594;19054;Social Sciences;10
120595;19054;Psychology;5
120596;19055;Materials Science;2
120597;19055;Psychology;166
120598;19055;Sports and Recreations;3
120599;19055;Unspecified;28
120600;19055;Social Sciences;56
120601;19055;Business, Management and Accounting;128
120602;19055;Physics and Astronomy;2
120603;19055;Philosophy;2
120604;19055;Biochemistry, Genetics and Molecular Biology;3
120605;19055;Computer Science;8
120606;19055;Neuroscience;1
120607;19055;Agricultural and Biological Sciences;7
120608;19055;Linguistics;2
120609;19055;Arts and Humanities;6
120610;19055;Economics, Econometrics and Finance;8
120611;19055;Environmental Science;2
120612;19055;Chemistry;1
120613;19055;Nursing and Health Professions;3
120614;19055;Pharmacology, Toxicology and Pharmaceutical Science;1
120615;19055;Engineering;7
120616;19055;Medicine and Dentistry;25
120617;19055;Design;2
120618;19056;Business, Management and Accounting;32
120619;19056;Economics, Econometrics and Finance;4
120620;19056;Unspecified;5
120621;19056;Arts and Humanities;1
120622;19056;Agricultural and Biological Sciences;1
120623;19056;Social Sciences;3
120624;19057;Business, Management and Accounting;23
120625;19057;Economics, Econometrics and Finance;3
120626;19057;Environmental Science;2
120627;19057;Nursing and Health Professions;1
120628;19057;Unspecified;5
120629;19057;Medicine and Dentistry;1
120630;19057;Computer Science;2
120631;19057;Arts and Humanities;1
120632;19057;Social Sciences;6
120633;19057;Psychology;12
120634;19058;Business, Management and Accounting;58
120635;19058;Economics, Econometrics and Finance;7
120636;19058;Decision Sciences;1
120637;19058;Philosophy;1
120638;19058;Unspecified;13
120639;19058;Medicine and Dentistry;1
120640;19058;Computer Science;3
120641;19058;Arts and Humanities;1
120642;19058;Neuroscience;1
120643;19058;Social Sciences;14
120644;19058;Psychology;35
120645;19059;Business, Management and Accounting;126
120646;19059;Psychology;7
120647;19059;Environmental Science;2
132300;20755;Business, Management and Accounting;3
132302;20755;Economics, Econometrics and Finance;29
132305;20755;Social Sciences;1
132307;20756;Unspecified;2
132308;20756;Economics, Econometrics and Finance;11
132309;20757;Mathematics;1
132313;20757;Economics, Econometrics and Finance;25
132325;20761;Business, Management and Accounting;1
132326;20761;Psychology;1
132327;20761;Environmental Science;1
132329;20761;Computer Science;1
132330;20761;Economics, Econometrics and Finance;11
132331;20762;Social Sciences;1
132332;20762;Unspecified;3
132334;20763;Economics, Econometrics and Finance;24
132335;20763;Unspecified;5
132338;20765;Economics, Econometrics and Finance;27
132339;20765;Unspecified;4
132340;20765;Veterinary Science and Veterinary Medicine;1
132341;20765;Agricultural and Biological Sciences;1
132344;20766;Mathematics;1
132345;20766;Social Sciences;1
132347;20766;Economics, Econometrics and Finance;11
132351;20767;Unspecified;2
132352;20767;Economics, Econometrics and Finance;19
132353;20768;Social Sciences;1
132354;20768;Unspecified;1
132355;20768;Economics, Econometrics and Finance;7
132356;20769;Business, Management and Accounting;4
132359;20769;Unspecified;1
132361;20771;Business, Management and Accounting;2
132362;20771;Chemistry;1
132364;20771;Unspecified;2
132365;20771;Economics, Econometrics and Finance;14
132366;20772;Business, Management and Accounting;4
132367;20772;Philosophy;1
132368;20772;Social Sciences;2
132369;20772;Unspecified;4
132370;20772;Economics, Econometrics and Finance;37
132371;20773;Social Sciences;2
132372;20774;Business, Management and Accounting;1
132373;20774;Social Sciences;1
132374;20774;Unspecified;1
132375;20774;Economics, Econometrics and Finance;3
132376;20775;Business, Management and Accounting;1
132377;20775;Economics, Econometrics and Finance;31
132378;20775;Unspecified;2
132379;20775;Computer Science;1
132380;20775;Social Sciences;4
132381;20775;Psychology;1
132382;20776;Business, Management and Accounting;4
132383;20776;Social Sciences;1
132384;20776;Unspecified;1
132385;20776;Economics, Econometrics and Finance;18
132386;20777;Business, Management and Accounting;10
132387;20777;Economics, Econometrics and Finance;27
132388;20777;Unspecified;6
132389;20777;Computer Science;2
132390;20777;Mathematics;1
132404;20782;Unspecified;2
132406;20783;Economics, Econometrics and Finance;1
132408;20784;Social Sciences;2
132409;20784;Unspecified;5
132410;20784;Economics, Econometrics and Finance;25
132411;20785;Economics, Econometrics and Finance;3
132412;20785;Unspecified;4
132413;20786;Business, Management and Accounting;3
132414;20786;Social Sciences;3
132415;20786;Unspecified;3
132420;20787;Economics, Econometrics and Finance;63
132425;20789;Philosophy;1
132426;20789;Unspecified;26
132429;20789;Agricultural and Biological Sciences;2
132430;20789;Social Sciences;24
132431;20789;Arts and Humanities;1
132432;20790;Business, Management and Accounting;8
132433;20790;Agricultural and Biological Sciences;1
132434;20790;Social Sciences;4
132435;20790;Unspecified;6
132436;20790;Economics, Econometrics and Finance;71
132437;20791;Business, Management and Accounting;18
132438;20791;Engineering;1
132439;20791;Social Sciences;1
132440;20791;Unspecified;1
132447;20793;Social Sciences;1
132450;20794;Business, Management and Accounting;19
132459;20796;Economics, Econometrics and Finance;13
132462;20797;Arts and Humanities;1
132464;20797;Unspecified;7
132465;20797;Economics, Econometrics and Finance;44
132467;20798;Economics, Econometrics and Finance;19
132468;20798;Unspecified;1
132469;20798;Engineering;1
132472;20799;Business, Management and Accounting;2
132484;20801;Business, Management and Accounting;2
132488;20802;Business, Management and Accounting;1
132494;20803;Economics, Econometrics and Finance;2
132497;20804;Economics, Econometrics and Finance;28
132498;20804;Unspecified;7
132499;20804;Engineering;1
132500;20804;Computer Science;1
132502;20804;Veterinary Science and Veterinary Medicine;1
132503;20805;Business, Management and Accounting;8
132504;20805;Earth and Planetary Sciences;1
132505;20805;Social Sciences;3
132507;20805;Economics, Econometrics and Finance;53
132508;20806;Business, Management and Accounting;5
132509;20806;Unspecified;7
132510;20806;Social Sciences;3
132512;20806;Economics, Econometrics and Finance;74
132513;20807;Business, Management and Accounting;8
132517;20807;Engineering;6
132518;20807;Design;3
132520;20807;Mathematics;1
132521;20807;Chemistry;1
132522;20807;Social Sciences;11
132524;20808;Physics and Astronomy;1
132525;20808;Social Sciences;1
132527;20808;Economics, Econometrics and Finance;56
132528;20809;Business, Management and Accounting;4
132529;20809;Economics, Econometrics and Finance;57
132530;20809;Unspecified;5
132531;20809;Computer Science;1
132532;20809;Social Sciences;2
132533;20809;Psychology;1
132535;20810;Materials Science;1
132536;20810;Economics, Econometrics and Finance;28
132537;20810;Unspecified;3
132538;20810;Pharmacology, Toxicology and Pharmaceutical Science;1
132539;20810;Social Sciences;2
132540;20811;Business, Management and Accounting;8
132541;20811;Economics, Econometrics and Finance;24
132542;20811;Unspecified;2
132543;20811;Medicine and Dentistry;2
132544;20811;Computer Science;1
132545;20811;Agricultural and Biological Sciences;1
132546;20811;Social Sciences;1
132547;20812;Business, Management and Accounting;5
132548;20812;Social Sciences;1
132550;20813;Business, Management and Accounting;1
132551;20813;Economics, Econometrics and Finance;16
132552;20813;Unspecified;7
132553;20814;Business, Management and Accounting;7
132554;20814;Economics, Econometrics and Finance;17
132555;20814;Unspecified;2
132556;20814;Engineering;1
132558;20814;Social Sciences;2
132559;20815;Economics, Econometrics and Finance;1
132560;20816;Business, Management and Accounting;4
132561;20816;Mathematics;2
132564;20816;Economics, Econometrics and Finance;17
132566;20817;Unspecified;3
132567;20817;Social Sciences;8
132572;20818;Unspecified;3
132573;20818;Economics, Econometrics and Finance;33
132575;20819;Economics, Econometrics and Finance;13
132576;20819;Unspecified;6
132577;20819;Computer Science;1
132578;20820;Business, Management and Accounting;9
132579;20820;Economics, Econometrics and Finance;44
132580;20820;Environmental Science;1
132582;20820;Engineering;2
132583;20820;Computer Science;2
132584;20820;Agricultural and Biological Sciences;1
132585;20820;Social Sciences;4
132586;20820;Arts and Humanities;1
132587;20821;Business, Management and Accounting;2
132588;20821;Economics, Econometrics and Finance;60
132590;20821;Unspecified;3
132591;20821;Engineering;1
132592;20821;Medicine and Dentistry;1
132593;20821;Biochemistry, Genetics and Molecular Biology;1
132594;20821;Agricultural and Biological Sciences;1
132595;20821;Social Sciences;8
132596;20822;Business, Management and Accounting;2
132597;20822;Economics, Econometrics and Finance;17
132598;20822;Unspecified;2
132599;20822;Engineering;1
132600;20822;Earth and Planetary Sciences;1
132601;20822;Social Sciences;1
132602;20823;Business, Management and Accounting;13
132603;20823;Economics, Econometrics and Finance;97
132605;20823;Unspecified;14
132606;20823;Biochemistry, Genetics and Molecular Biology;1
132607;20823;Arts and Humanities;4
132608;20823;Agricultural and Biological Sciences;1
132609;20823;Chemistry;1
132612;20824;Agricultural and Biological Sciences;1
132613;20824;Social Sciences;2
132614;20824;Economics, Econometrics and Finance;6
132623;20826;Psychology;1
132625;20827;Economics, Econometrics and Finance;26
132632;20828;Social Sciences;3
132633;20828;Unspecified;5
132635;20829;Business, Management and Accounting;2
132636;20829;Mathematics;1
132637;20829;Social Sciences;3
132638;20829;Unspecified;7
132641;20830;Economics, Econometrics and Finance;9
132643;20830;Unspecified;5
132645;20830;Computer Science;2
132647;20830;Social Sciences;1
132649;20831;Business, Management and Accounting;1
132656;20832;Mathematics;1
132657;20832;Chemistry;1
132663;20833;Computer Science;2
132675;20836;Engineering;1
132677;20836;Unspecified;6
132678;20837;Business, Management and Accounting;23
132687;20838;Social Sciences;3
132688;20838;Economics, Econometrics and Finance;28
132689;20838;Psychology;1
132690;20839;Business, Management and Accounting;26
132691;20839;Physics and Astronomy;2
132692;20839;Economics, Econometrics and Finance;187
132693;20839;Sports and Recreations;1
132694;20839;Unspecified;24
132695;20839;Engineering;1
132696;20839;Biochemistry, Genetics and Molecular Biology;1
132697;20839;Computer Science;3
132698;20839;Mathematics;1
132699;20839;Neuroscience;1
132700;20839;Social Sciences;6
132701;20839;Arts and Humanities;1
132703;20840;Physics and Astronomy;1
132704;20840;Earth and Planetary Sciences;1
132705;20840;Economics, Econometrics and Finance;33
132706;20840;Unspecified;13
132707;20841;Engineering;1
132708;20841;Social Sciences;1
132709;20841;Unspecified;10
132710;20841;Economics, Econometrics and Finance;65
132711;20842;Business, Management and Accounting;23
132712;20842;Economics, Econometrics and Finance;114
132713;20842;Philosophy;1
132724;20844;Business, Management and Accounting;4
132733;20845;Unspecified;3
132734;20846;Business, Management and Accounting;2
132750;20848;Chemistry;1
132768;20851;Earth and Planetary Sciences;1
132770;20851;Economics, Econometrics and Finance;85
132771;20852;Business, Management and Accounting;2
132780;20853;Agricultural and Biological Sciences;1
132789;20856;Economics, Econometrics and Finance;15
132790;20856;Environmental Science;1
132798;20857;Economics, Econometrics and Finance;12
132799;20858;Business, Management and Accounting;3
132808;20859;Medicine and Dentistry;1
132817;20860;Biochemistry, Genetics and Molecular Biology;1
132820;20860;Arts and Humanities;1
132823;20862;Unspecified;1
132825;20863;Economics, Econometrics and Finance;42
132826;20863;Unspecified;3
132827;20863;Engineering;1
132828;20863;Computer Science;1
132829;20863;Agricultural and Biological Sciences;2
132830;20863;Social Sciences;1
132831;20864;Business, Management and Accounting;2
132832;20864;Social Sciences;3
132833;20864;Unspecified;6
132834;20864;Economics, Econometrics and Finance;33
132835;20865;Business, Management and Accounting;2
132836;20865;Medicine and Dentistry;2
132837;20865;Social Sciences;1
132838;20865;Computer Science;1
132839;20865;Economics, Econometrics and Finance;8
132840;20866;Business, Management and Accounting;3
132841;20866;Physics and Astronomy;1
132842;20866;Economics, Econometrics and Finance;43
132844;20866;Arts and Humanities;1
132845;20866;Computer Science;1
132846;20867;Business, Management and Accounting;10
132847;20867;Economics, Econometrics and Finance;68
132853;20867;Social Sciences;1
132854;20867;Arts and Humanities;1
132875;20871;Engineering;2
132880;20872;Business, Management and Accounting;6
132884;20872;Engineering;1
132885;20872;Medicine and Dentistry;4
132886;20872;Computer Science;1
132887;20872;Mathematics;5
132891;20873;Economics, Econometrics and Finance;1
132893;20874;Economics, Econometrics and Finance;96
132895;20874;Unspecified;17
132896;20874;Computer Science;2
132897;20874;Social Sciences;3
132898;20875;Business, Management and Accounting;3
132899;20875;Social Sciences;2
132900;20875;Unspecified;2
132901;20875;Economics, Econometrics and Finance;33
132902;20876;Business, Management and Accounting;12
132903;20876;Linguistics;1
132904;20876;Physics and Astronomy;2
132906;20876;Unspecified;12
132913;20878;Physics and Astronomy;3
132914;20878;Psychology;2
132915;20878;Environmental Science;1
132916;20878;Energy;1
132918;20878;Computer Science;3
132919;20878;Unspecified;33
132920;20878;Engineering;2
132921;20878;Arts and Humanities;1
132922;20878;Mathematics;1
132923;20878;Agricultural and Biological Sciences;1
132925;20878;Economics, Econometrics and Finance;393
132926;20879;Business, Management and Accounting;3
132927;20879;Economics, Econometrics and Finance;29
132928;20879;Unspecified;4
132931;20879;Earth and Planetary Sciences;1
132932;20879;Social Sciences;2
132933;20880;Business, Management and Accounting;1
132936;20881;Business, Management and Accounting;3
132941;20881;Arts and Humanities;1
132942;20881;Earth and Planetary Sciences;2
132944;20882;Business, Management and Accounting;11
132945;20882;Physics and Astronomy;1
132955;20882;Psychology;1
132961;20883;Mathematics;1
132963;20883;Psychology;1
132967;20884;Unspecified;9
132969;20885;Business, Management and Accounting;67
132978;20886;Business, Management and Accounting;30
132979;20886;Engineering;5
132980;20886;Social Sciences;2
132983;20887;Business, Management and Accounting;68
132984;20887;Economics, Econometrics and Finance;2
132986;20887;Decision Sciences;5
132987;20887;Nursing and Health Professions;1
132988;20887;Engineering;32
132989;20887;Design;4
132991;20887;Arts and Humanities;1
132993;20887;Social Sciences;5
132994;20887;Psychology;1
132995;20888;Business, Management and Accounting;108
132996;20888;Physics and Astronomy;1
132998;20888;Environmental Science;1
133002;20888;Economics, Econometrics and Finance;7
133006;20888;Chemical Engineering;1
133009;20888;Chemistry;2
133011;20888;Social Sciences;9
133014;20889;Psychology;2
133021;20889;Arts and Humanities;1
133023;20889;Social Sciences;13
133024;20889;Economics, Econometrics and Finance;8
133025;20890;Business, Management and Accounting;2
133026;20890;Engineering;1
133028;20891;Engineering;2
133029;20891;Medicine and Dentistry;1
133031;20891;Unspecified;7
133032;20892;Business, Management and Accounting;147
133033;20892;Materials Science;1
133034;20892;Psychology;3
133035;20892;Decision Sciences;1
133037;20892;Unspecified;14
133040;20892;Arts and Humanities;3
133041;20892;Agricultural and Biological Sciences;1
133044;20892;Economics, Econometrics and Finance;6
133061;20894;Nursing and Health Professions;2
133064;20894;Decision Sciences;3
133066;20894;Computer Science;12
133068;20894;Engineering;44
133069;20894;Medicine and Dentistry;3
133070;20894;Chemical Engineering;2
133072;20894;Agricultural and Biological Sciences;2
133074;20894;Social Sciences;29
133075;20894;Economics, Econometrics and Finance;12
133076;20895;Business, Management and Accounting;63
133077;20895;Economics, Econometrics and Finance;6
133078;20895;Decision Sciences;5
133079;20895;Unspecified;9
133080;20895;Engineering;18
133081;20895;Medicine and Dentistry;1
133084;20895;Social Sciences;6
133085;20896;Business, Management and Accounting;65
133087;20896;Unspecified;13
133090;20896;Computer Science;3
133091;20896;Mathematics;2
133092;20896;Social Sciences;3
133093;20896;Psychology;2
133094;20897;Economics, Econometrics and Finance;1
133095;20898;Business, Management and Accounting;46
133096;20898;Psychology;1
133097;20898;Decision Sciences;1
133099;20898;Unspecified;19
133100;20898;Engineering;12
133101;20898;Medicine and Dentistry;7
133105;20898;Agricultural and Biological Sciences;1
133108;20899;Business, Management and Accounting;137
133109;20899;Materials Science;1
133110;20899;Psychology;1
133112;20899;Decision Sciences;14
133115;20899;Unspecified;42
133117;20899;Engineering;148
133119;20899;Arts and Humanities;5
133120;20899;Mathematics;7
133123;20899;Earth and Planetary Sciences;2
133126;20900;Business, Management and Accounting;54
133129;20900;Unspecified;16
133133;20900;Mathematics;2
133136;20901;Economics, Econometrics and Finance;3
133144;20901;Arts and Humanities;2
133146;20902;Psychology;6
133151;20902;Unspecified;25
133152;20902;Engineering;7
133153;20902;Medicine and Dentistry;2
133154;20902;Arts and Humanities;1
133155;20902;Mathematics;1
133156;20902;Agricultural and Biological Sciences;3
133161;20903;Environmental Science;3
133162;20903;Decision Sciences;5
133167;20903;Design;4
133170;20903;Agricultural and Biological Sciences;1
133171;20903;Nursing and Health Professions;1
133175;20904;Business, Management and Accounting;72
133177;20904;Decision Sciences;2
133181;20904;Mathematics;1
133183;20904;Psychology;2
133184;20905;Earth and Planetary Sciences;1
133185;20905;Social Sciences;1
133186;20905;Economics, Econometrics and Finance;1
133189;20906;Economics, Econometrics and Finance;4
133191;20906;Decision Sciences;4
133197;20906;Mathematics;1
133199;20906;Chemistry;1
133200;20906;Social Sciences;6
133201;20907;Business, Management and Accounting;54
133202;20907;Psychology;1
133204;20907;Computer Science;1
133205;20907;Unspecified;10
133206;20907;Engineering;23
133207;20907;Medicine and Dentistry;2
133208;20907;Design;1
133209;20907;Chemical Engineering;1
133211;20907;Mathematics;2
133212;20907;Agricultural and Biological Sciences;3
133213;20907;Social Sciences;3
133214;20907;Economics, Econometrics and Finance;10
133216;20908;Economics, Econometrics and Finance;3
133217;20908;Decision Sciences;3
133218;20908;Unspecified;18
133219;20908;Engineering;16
133220;20908;Medicine and Dentistry;3
133221;20908;Biochemistry, Genetics and Molecular Biology;1
133222;20908;Computer Science;12
133223;20908;Agricultural and Biological Sciences;1
133224;20908;Social Sciences;8
133225;20908;Arts and Humanities;1
133226;20909;Business, Management and Accounting;111
133227;20909;Economics, Econometrics and Finance;5
133229;20909;Engineering;21
133230;20909;Design;1
133231;20909;Computer Science;18
133234;20909;Chemistry;1
133235;20909;Social Sciences;7
133238;20910;Unspecified;15
133239;20910;Decision Sciences;1
133240;20910;Nursing and Health Professions;1
133242;20910;Computer Science;10
133243;20910;Arts and Humanities;1
133244;20910;Mathematics;1
133245;20910;Agricultural and Biological Sciences;1
133246;20910;Social Sciences;8
133248;20911;Business, Management and Accounting;237
133252;20911;Computer Science;16
133253;20911;Unspecified;34
133255;20911;Medicine and Dentistry;2
133256;20911;Arts and Humanities;4
133257;20911;Mathematics;1
133258;20911;Agricultural and Biological Sciences;3
133259;20911;Earth and Planetary Sciences;1
133260;20911;Social Sciences;21
133261;20911;Economics, Econometrics and Finance;15
133262;20912;Business, Management and Accounting;23
133263;20912;Sports and Recreations;1
133264;20912;Decision Sciences;1
133265;20912;Unspecified;6
133267;20912;Social Sciences;1
133268;20913;Business, Management and Accounting;42
133269;20913;Economics, Econometrics and Finance;4
133270;20913;Unspecified;14
133271;20913;Decision Sciences;2
133273;20913;Engineering;4
133274;20913;Medicine and Dentistry;1
133275;20913;Biochemistry, Genetics and Molecular Biology;1
133276;20913;Computer Science;3
133277;20913;Mathematics;1
133278;20913;Social Sciences;7
133279;20914;Business, Management and Accounting;149
133280;20914;Economics, Econometrics and Finance;14
133281;20914;Environmental Science;11
133282;20914;Decision Sciences;1
133283;20914;Sports and Recreations;2
133284;20914;Nursing and Health Professions;1
133285;20914;Unspecified;43
133286;20914;Veterinary Science and Veterinary Medicine;1
133287;20914;Engineering;35
133288;20914;Medicine and Dentistry;3
133289;20914;Design;1
133290;20914;Arts and Humanities;2
133291;20914;Agricultural and Biological Sciences;4
133292;20914;Earth and Planetary Sciences;1
133293;20914;Social Sciences;18
133294;20914;Computer Science;9
133295;20915;Business, Management and Accounting;122
133296;20915;Materials Science;1
133297;20915;Economics, Econometrics and Finance;9
133298;20915;Chemical Engineering;1
133300;20915;Engineering;82
133301;20915;Medicine and Dentistry;2
133302;20915;Computer Science;4
133303;20915;Arts and Humanities;1
133304;20915;Social Sciences;8
133305;20915;Psychology;5
133306;20916;Business, Management and Accounting;107
133307;20916;Psychology;2
133308;20916;Environmental Science;1
133310;20916;Philosophy;1
133312;20916;Unspecified;16
133313;20916;Pharmacology, Toxicology and Pharmaceutical Science;1
133314;20916;Engineering;20
133315;20916;Medicine and Dentistry;1
133316;20916;Design;3
133317;20916;Arts and Humanities;2
133318;20916;Agricultural and Biological Sciences;2
133319;20916;Chemistry;1
133321;20916;Economics, Econometrics and Finance;7
133322;20917;Business, Management and Accounting;30
133323;20917;Economics, Econometrics and Finance;2
133324;20917;Environmental Science;1
133325;20917;Decision Sciences;2
133326;20917;Unspecified;11
133328;20917;Biochemistry, Genetics and Molecular Biology;1
133329;20917;Computer Science;2
133330;20917;Arts and Humanities;1
133331;20917;Agricultural and Biological Sciences;2
133332;20917;Social Sciences;4
133333;20917;Psychology;1
133334;20918;Business, Management and Accounting;4
133335;20918;Social Sciences;1
133336;20919;Business, Management and Accounting;42
133337;20919;Economics, Econometrics and Finance;4
133338;20919;Environmental Science;1
133340;20919;Engineering;10
133343;20919;Mathematics;1
133344;20919;Social Sciences;2
133345;20919;Arts and Humanities;1
133346;20920;Business, Management and Accounting;60
133349;20920;Engineering;10
133350;20920;Computer Science;3
133351;20920;Mathematics;1
133353;20921;Business, Management and Accounting;44
133355;20921;Social Sciences;3
133356;20921;Unspecified;13
133357;20921;Economics, Econometrics and Finance;1
133360;20922;Energy;1
133365;20922;Decision Sciences;1
133366;20922;Chemistry;1
133368;20922;Economics, Econometrics and Finance;1
133369;20923;Business, Management and Accounting;170
133374;20923;Unspecified;35
133376;20923;Design;1
133377;20923;Arts and Humanities;1
133380;20923;Chemistry;1
133381;20923;Social Sciences;7
133383;20924;Business, Management and Accounting;21
133384;20924;Engineering;3
133388;20925;Materials Science;2
133389;20925;Economics, Econometrics and Finance;5
133391;20925;Unspecified;20
133392;20925;Engineering;12
133394;20925;Psychology;1
133396;20926;Engineering;1
